path,kind,exists,size_bytes,file_count,classification,cleanup_recommendation,reason,regeneration_command,referenced_by
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_south/semantic_decoded/000000.pgm,file,true,307215,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_south/semantic_decoded/000001.pgm,file,true,307215,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_south/semantic_decoded/000002.pgm,file,true,307215,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west,directory,true,8298441,15,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/colored_maps,directory,true,2764845,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/colored_maps/000000.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/colored_maps/000001.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/colored_maps/000002.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/gazebo_instance_count,directory,true,1843251,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/gazebo_instance_count/000000.pgm,file,true,614417,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/gazebo_instance_count/000001.pgm,file,true,614417,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/gazebo_instance_count/000002.pgm,file,true,614417,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/labels_maps_rgb,directory,true,2764845,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/labels_maps_rgb/000000.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/labels_maps_rgb/000001.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/labels_maps_rgb/000002.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/metadata,directory,true,3855,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/metadata/000000.json,file,true,1285,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/metadata/000001.json,file,true,1285,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/metadata/000002.json,file,true,1285,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/semantic_decoded,directory,true,921645,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/semantic_decoded/000000.pgm,file,true,307215,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/semantic_decoded/000001.pgm,file,true,307215,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_wall_west/semantic_decoded/000002.pgm,file,true,307215,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/rgbd_capture_index.csv,file,true,17787,,unknown_review_required,review_required,Path was not matched confidently to the current conservative inventory rules.,,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/rgbd_capture_summary.json,file,true,3160,,unknown_review_required,review_required,Path was not matched confidently to the current conservative inventory rules.,,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/rgbd_pointcloud_capture_index.csv,file,true,13659,,unknown_review_required,review_required,Path was not matched confidently to the current conservative inventory rules.,,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/rgbd_pointcloud_capture_summary.json,file,true,2103,,unknown_review_required,review_required,Path was not matched confidently to the current conservative inventory rules.,,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic,directory,true,8203333,72,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne,directory,true,1027578,9,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/colored_maps,directory,true,27915,3,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/colored_maps/colored_0000000.png,file,true,9393,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/colored_maps/colored_0000001.png,file,true,9320,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/colored_maps/colored_0000002.png,file,true,9202,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/images,directory,true,974470,3,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/images/image_0000000.png,file,true,325287,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/images/image_0000001.png,file,true,324918,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/images/image_0000002.png,file,true,324265,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/labels_maps,directory,true,25193,3,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/labels_maps/labels_0000000.png,file,true,8458,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/labels_maps/labels_0000001.png,file,true,8422,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_ne/labels_maps/labels_0000002.png,file,true,8313,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw,directory,true,1044120,9,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/colored_maps,directory,true,26354,3,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/colored_maps/colored_0000000.png,file,true,8762,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/colored_maps/colored_0000001.png,file,true,8800,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/colored_maps/colored_0000002.png,file,true,8792,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/images,directory,true,993996,3,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/images/image_0000000.png,file,true,331316,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/images/image_0000001.png,file,true,331347,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/images/image_0000002.png,file,true,331333,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/labels_maps,directory,true,23770,3,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/labels_maps/labels_0000000.png,file,true,7900,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/labels_maps/labels_0000001.png,file,true,7912,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_nw/labels_maps/labels_0000002.png,file,true,7958,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_se,directory,true,1035936,9,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_se/colored_maps,directory,true,29263,3,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_se/colored_maps/colored_0000000.png,file,true,9753,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
rt_out/experiments/perception_rt_small_v0/perception_raw/native/stable_instance_panoptic/cam_corner_se/colored_maps/colored_0000001.png,file,true,9758,,diagnostic_keep,keep_for_now,Bridge stable-instance panoptic capture retained as a labeling-side reference input for the final labeled PCL workflow.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,
